,test,style,body,color,fuel,doors,production_date,transmission,engine_displacement,engine_power,mileage,drive_type,wheel,owners,price
237,1,30d,внедорожник,синий,дизель,5,2019,автоматическая,3.0,249.0,18000.0,полный,Левый,1.0,0.0
238,1,28i xDrive,внедорожник,серый,бензин,5,2012,автоматическая,2.0,245.0,121415.0,полный,Левый,1.0,0.0
239,1,320d,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,21776.0,задний,Левый,1.0,0.0
240,1,750i xDrive,седан,белый,бензин,4,2012,автоматическая,4.4,407.0,160000.0,полный,Левый,3.0,0.0
241,1,750Li xDrive,седан,чёрный,бензин,4,2012,автоматическая,4.4,407.0,72500.0,полный,Левый,2.0,0.0
242,1,640i xDrive,купе,чёрный,бензин,2,2014,автоматическая,3.0,320.0,28000.0,полный,Левый,2.0,0.0
243,1,420i,лифтбек,чёрный,бензин,5,2014,автоматическая,2.0,184.0,78100.0,задний,Левый,1.0,0.0
244,1,520i,седан,чёрный,бензин,4,2015,автоматическая,2.0,184.0,125000.0,задний,Левый,3.0,0.0
245,1,116i,хэтчбек,белый,бензин,3,2010,автоматическая,1.6,115.0,110000.0,задний,Левый,2.0,0.0
246,1,330xd,универсал,зелёный,дизель,5,2004,автоматическая,3.0,204.0,386646.0,полный,Левый,3.0,0.0
247,1,20i,внедорожник,бежевый,бензин,5,2013,автоматическая,2.0,184.0,104096.0,полный,Левый,2.0,0.0
248,1,18d xDrive,внедорожник,чёрный,дизель,5,2018,автоматическая,2.0,150.0,16172.0,полный,Левый,1.0,0.0
249,1,xDrive20i,внедорожник,синий,бензин,5,2019,автоматическая,2.0,192.0,6973.0,полный,Левый,1.0,0.0
250,1,520d xDrive,седан,чёрный,дизель,4,2018,автоматическая,2.0,190.0,21500.0,полный,Левый,1.0,0.0
251,1,530d xDrive,седан,серый,дизель,4,2011,автоматическая,3.0,258.0,122827.0,полный,Левый,3.0,0.0
252,1,20i xDrive,внедорожник,чёрный,бензин,5,2013,автоматическая,2.0,184.0,87000.0,полный,Левый,3.0,0.0
253,1,528i xDrive,седан,чёрный,бензин,4,2013,автоматическая,2.0,245.0,58278.0,полный,Левый,1.0,0.0
254,1,20d,внедорожник,белый,дизель,5,2012,автоматическая,2.0,177.0,175000.0,полный,Левый,2.0,0.0
255,1,530d xDrive,седан,белый,дизель,4,2011,автоматическая,3.0,258.0,153000.0,полный,Левый,3.0,0.0
256,1,318i,седан,чёрный,бензин,4,2008,механическая,2.0,136.0,200000.0,задний,Левый,3.0,0.0
257,1,M50d,внедорожник,синий,дизель,5,2014,автоматическая,3.0,381.0,57568.0,полный,Левый,2.0,0.0
258,1,30d,внедорожник,белый,дизель,5,2012,автоматическая,3.0,245.0,115000.0,полный,Левый,2.0,0.0
259,1,30d,внедорожник,чёрный,дизель,5,2012,автоматическая,3.0,245.0,98836.0,полный,Левый,1.0,0.0
260,1,320i,купе,чёрный,бензин,2,2009,автоматическая,2.0,156.0,136541.0,задний,Левый,3.0,0.0
261,1,320d xDrive,лифтбек,чёрный,дизель,5,2015,автоматическая,2.0,190.0,65992.0,полный,Левый,1.0,0.0
262,1,118i,хэтчбек,красный,бензин,5,2015,автоматическая,1.5,136.0,83500.0,задний,Левый,3.0,0.0
263,1,520d,седан,синий,дизель,4,2016,автоматическая,2.0,190.0,64000.0,задний,Левый,2.0,0.0
264,1,525i,универсал,чёрный,бензин,5,2001,автоматическая,2.5,192.0,160000.0,задний,Левый,3.0,0.0
265,1,750i,седан,чёрный,бензин,4,2011,автоматическая,4.4,407.0,202000.0,задний,Левый,3.0,0.0
266,1,525xi,седан,синий,бензин,4,2009,автоматическая,3.0,218.0,169000.0,полный,Левый,3.0,0.0
267,1,M50d,внедорожник,белый,дизель,5,2014,автоматическая,3.0,381.0,85000.0,полный,Левый,2.0,0.0
268,1,318i,хэтчбек,зелёный,бензин,3,1995,автоматическая,1.8,140.0,354460.0,задний,Левый,3.0,0.0
269,1,325i,купе,синий,бензин,2,2007,автоматическая,2.5,218.0,223000.0,задний,Левый,3.0,0.0
270,1,116i,хэтчбек,чёрный,бензин,5,2012,автоматическая,1.6,136.0,105000.0,задний,Левый,3.0,0.0
271,1,30d,внедорожник,серый,дизель,5,2013,автоматическая,3.0,245.0,57000.0,полный,Левый,2.0,0.0
272,1,30d,внедорожник,чёрный,дизель,5,2010,автоматическая,3.0,245.0,265000.0,полный,Левый,1.0,0.0
273,1,35i,внедорожник,чёрный,бензин,5,2012,автоматическая,3.0,306.0,136000.0,полный,Левый,2.0,0.0
274,1,3.0si,внедорожник,зелёный,бензин,5,2007,автоматическая,3.0,272.0,160000.0,полный,Левый,3.0,0.0
275,1,330i,купе,синий,бензин,2,2002,автоматическая,3.0,231.0,160000.0,задний,Левый,3.0,0.0
277,1,50i,внедорожник,чёрный,бензин,5,2011,автоматическая,4.4,407.0,80275.0,полный,Левый,2.0,0.0
278,1,750Li xDrive,седан,синий,бензин,4,2010,автоматическая,4.4,407.0,181000.0,полный,Левый,1.0,0.0
279,1,20d xDrive,внедорожник,чёрный,дизель,5,2012,автоматическая,2.0,184.0,185144.0,полный,Левый,1.0,0.0
280,1,328i,седан,коричневый,бензин,4,2012,автоматическая,2.0,245.0,121000.0,задний,Левый,2.0,0.0
281,1,525i,седан,серебристый,бензин,4,2004,автоматическая,2.5,192.0,170000.0,задний,Левый,3.0,0.0
282,1,18i,внедорожник,синий,бензин,5,2012,автоматическая,2.0,150.0,49998.0,задний,Левый,1.0,0.0
283,1,18i,внедорожник,коричневый,бензин,5,2012,автоматическая,2.0,150.0,86647.0,задний,Левый,2.0,0.0
284,1,740Li xDrive,седан,серый,бензин,4,2014,автоматическая,3.0,320.0,121794.0,полный,Левый,3.0,0.0
285,1,320i,седан,белый,бензин,4,2011,автоматическая,2.0,156.0,141000.0,задний,Левый,3.0,0.0
286,1,325i,купе,чёрный,бензин,2,2010,автоматическая,2.5,218.0,155000.0,задний,Левый,3.0,0.0
287,1,18i,внедорожник,белый,бензин,5,2014,автоматическая,2.0,150.0,57072.0,задний,Левый,1.0,0.0
288,1,M550d xDrive,седан,синий,дизель,4,2015,автоматическая,3.0,381.0,69000.0,полный,Левый,3.0,0.0
289,1,30d,внедорожник,белый,дизель,5,2015,автоматическая,3.0,249.0,56207.0,полный,Левый,3.0,0.0
290,1,528i xDrive,седан,чёрный,бензин,4,2013,автоматическая,2.0,245.0,135000.0,полный,Левый,3.0,0.0
291,1,30d,внедорожник,чёрный,дизель,5,2009,автоматическая,3.0,235.0,180000.0,полный,Левый,3.0,0.0
292,1,30d,внедорожник,серый,дизель,5,2009,автоматическая,3.0,235.0,255000.0,полный,Левый,3.0,0.0
293,1,35i,внедорожник,чёрный,бензин,5,2010,автоматическая,3.0,306.0,119000.0,полный,Левый,2.0,0.0
294,1,523i,седан,белый,бензин,4,1996,автоматическая,2.5,170.0,295147.0,задний,Левый,3.0,0.0
295,1,318i,седан,серебристый,бензин,4,2011,автоматическая,2.0,143.0,107000.0,задний,Левый,1.0,0.0
296,1,4.4i,внедорожник,чёрный,бензин,5,2003,автоматическая,4.4,286.0,253100.0,полный,Левый,3.0,0.0
297,1,320i,седан,чёрный,бензин,4,2011,автоматическая,2.0,156.0,120000.0,задний,Левый,3.0,0.0
298,1,630i,купе,красный,бензин,2,2008,автоматическая,3.0,272.0,174000.0,задний,Левый,2.0,0.0
299,1,320i,седан,белый,бензин,4,2013,автоматическая,2.0,184.0,136810.0,задний,Левый,2.0,0.0
300,1,318i,седан,серый,бензин,4,2004,автоматическая,2.0,143.0,167459.0,задний,Левый,3.0,0.0
301,1,320i xDrive,седан,чёрный,бензин,4,2018,автоматическая,2.0,184.0,37000.0,полный,Левый,2.0,0.0
302,1,20d,внедорожник,белый,дизель,5,2013,автоматическая,2.0,184.0,99300.0,полный,Левый,3.0,0.0
303,1,20i xDrive,внедорожник,белый,бензин,5,2013,автоматическая,2.0,184.0,61981.0,полный,Левый,1.0,0.0
305,1,530d xDrive,лифтбек,чёрный,дизель,5,2013,автоматическая,3.0,258.0,150000.0,полный,Левый,1.0,0.0
306,1,316i,седан,синий,бензин,4,2014,автоматическая,1.6,136.0,46300.0,задний,Левый,1.0,0.0
307,1,118i,хэтчбек,чёрный,бензин,5,2007,автоматическая,2.0,136.0,161000.0,задний,Левый,3.0,0.0
308,1,320i xDrive,седан,синий,бензин,4,2014,автоматическая,2.0,184.0,80000.0,полный,Левый,3.0,0.0
309,1,3.0d,внедорожник,белый,дизель,5,2007,автоматическая,3.0,235.0,265000.0,полный,Левый,3.0,0.0
310,1,320i,седан,синий,бензин,4,2015,автоматическая,2.0,184.0,120000.0,задний,Левый,3.0,0.0
311,1,118i,хэтчбек,чёрный,бензин,5,2017,автоматическая,1.5,136.0,28000.0,задний,Левый,2.0,0.0
312,1,520i,седан,чёрный,бензин,4,2014,автоматическая,2.0,184.0,89632.0,задний,Левый,1.0,0.0
313,1,25i,внедорожник,серебристый,бензин,5,2006,автоматическая,2.5,218.0,159000.0,полный,Левый,3.0,0.0
314,1,523i,седан,зелёный,бензин,4,1996,автоматическая,2.5,170.0,325000.0,задний,Левый,3.0,0.0
315,1,20d,внедорожник,чёрный,дизель,5,2012,автоматическая,2.0,177.0,140000.0,полный,Левый,2.0,0.0
316,1,116i,хэтчбек,красный,бензин,5,2011,автоматическая,1.6,115.0,172000.0,задний,Левый,1.0,0.0
317,1,30d,внедорожник,чёрный,дизель,5,2013,автоматическая,3.0,245.0,53000.0,полный,Левый,1.0,0.0
320,1,740Li xDrive,седан,белый,бензин,4,2014,автоматическая,3.0,320.0,211000.0,полный,Левый,2.0,0.0
321,1,116i,хэтчбек,белый,бензин,5,2014,автоматическая,1.6,136.0,82000.0,задний,Левый,2.0,0.0
322,1,3.0si,внедорожник,серебристый,бензин,5,2008,автоматическая,3.0,272.0,199000.0,полный,Левый,3.0,0.0
323,1,28i,внедорожник,белый,бензин,5,2018,автоматическая,2.0,245.0,16037.0,полный,Левый,2.0,0.0
324,1,30d,внедорожник,чёрный,дизель,5,2019,автоматическая,3.0,249.0,17.0,полный,Левый,1.0,0.0
325,1,18i,внедорожник,серебристый,бензин,5,2018,роботизированная,1.5,140.0,17000.0,передний,Левый,3.0,0.0
326,1,120i,хэтчбек,золотистый,бензин,5,2007,автоматическая,2.0,150.0,164000.0,задний,Левый,3.0,0.0
